observed_on,description,scientific_name,common_name,taxon_order_name,taxon_family_name,field:perching on
29/06/2022,,Cameraria ohridella,Horse-chestnut Leafminer,Lepidoptera,Gracillariidae,
30/06/2022,,Amaurobius ferox,Black Laceweaver,Araneae,Amaurobiidae,
30/06/2022,,Favonius quercus,Purple hairstreak,Lepidoptera,Lycaenidae,
30/06/2022,,Anania hortulata,Small Magpie,Lepidoptera,Crambidae,
30/06/2022,,Chilocorus renipustulatus,Kidney-spot Ladybird,Coleoptera,Coccinellidae,
30/06/2022,,Chilocorus renipustulatus,Kidney-spot Ladybird,Coleoptera,Coccinellidae,
30/06/2022,,Chilocorus renipustulatus,Kidney-spot Ladybird,Coleoptera,Coccinellidae,
30/06/2022,,Agrotis exclamationis,Heart and Dart,Lepidoptera,Noctuidae,
27/06/2022,,Syrphus ribesii,Common Flower Fly,Diptera,Syrphidae,
30/06/2022,,Aphantopus hyperantus,Ringlet,Lepidoptera,Nymphalidae,
30/06/2022,,Malachius bipustulatus,Common Malachite-beetle,Coleoptera,Melyridae,
30/06/2022,,Panurgus calcaratus,Small Shaggy Bee,Hymenoptera,Andrenidae,
30/06/2022,,Thymelicus sylvestris,Small Skipper,Lepidoptera,Hesperiidae,
30/06/2022,,Volucella zonaria,Hornet Mimic Hover Fly,Diptera,Syrphidae,
30/06/2022,,Arge pagana,Common Rose Fusehorn,Hymenoptera,Argidae,
30/06/2022,,Pseudochorthippus parallelus,Meadow Grasshopper,Orthoptera,Acrididae,
29/06/2022,,Lindenius albilabris,,Hymenoptera,Crabronidae,
29/06/2022,,Cerceris rybyensis,Ornate-tailed Digger Wasp,Hymenoptera,Crabronidae,
29/06/2022,,Panurgus calcaratus,Small Shaggy Bee,Hymenoptera,Andrenidae,
28/06/2022,,Hedychridium ardens,,Hymenoptera,Chrysididae,
28/06/2022,,Hedychridium roseum,,Hymenoptera,Chrysididae,
28/06/2022,,Harpalus affinis,Metallic Harpalus,Coleoptera,Carabidae,
30/06/2022,,Tyria jacobaeae,Cinnabar moth,Lepidoptera,Erebidae,
30/06/2022,,Arge pagana,Common Rose Fusehorn,Hymenoptera,Argidae,
30/06/2022,,Euplexia lucipara,Small Angle Shades,Lepidoptera,Noctuidae,
30/06/2022,,Laothoe populi,Poplar Hawkmoth,Lepidoptera,Sphingidae,
30/06/2022,Red/green gall chamber on underside of rose leaf. The bush had a lot of these but only one on each leaf.,Diplolepis,,Hymenoptera,Diplolepididae,
30/06/2022,,Harmonia axyridis,Harlequin Ladybird,Coleoptera,Coccinellidae,
30/06/2022,,Vanessa atalanta,Red Admiral,Lepidoptera,Nymphalidae,
28/06/2022,,Bombus vestalis,Vestal Cuckoo Bumble bee,Hymenoptera,Apidae,
30/06/2022,,Acronicta rumicis,Knot Grass Moth,Lepidoptera,Noctuidae,
30/06/2022,From sweepnetting in meadow ,Macdunnoughia confusa,Dewick's Plusia,Lepidoptera,Noctuidae,
30/06/2022,,Harmonia axyridis,Harlequin Ladybird,Coleoptera,Coccinellidae,
27/06/2022,,Chrysolina americana,Rosemary Beetle,Coleoptera,Chrysomelidae,
30/06/2022,,Harmonia axyridis,Harlequin Ladybird,Coleoptera,Coccinellidae,
30/06/2022,,Eristalis tenax,Common Drone Fly,Diptera,Syrphidae,
30/06/2022,On Hogweed (Heracleum sphondylium),Cetonia aurata,European Rose Chafer,Coleoptera,Scarabaeidae,
30/06/2022,,Lucanus cervus,European Stag Beetle,Coleoptera,Lucanidae,
29/06/2022,,Harmonia axyridis,Harlequin Ladybird,Coleoptera,Coccinellidae,
30/06/2022,,Polygonia c-album,European Comma,Lepidoptera,Nymphalidae,
30/06/2022,,Apis mellifera,Western Honey Bee,Hymenoptera,Apidae,
28/06/2022,,Pentatoma rufipes,Forest Bug,Hemiptera,Pentatomidae,
30/06/2022,,Choreutis nemorana,fig-tree skeletonizer moth,Lepidoptera,Choreutidae,
30/06/2022,,Choreutis nemorana,fig-tree skeletonizer moth,Lepidoptera,Choreutidae,
30/06/2022,,Choreutis nemorana,fig-tree skeletonizer moth,Lepidoptera,Choreutidae,
30/06/2022,,Choreutis nemorana,fig-tree skeletonizer moth,Lepidoptera,Choreutidae,
30/06/2022,,Choreutis nemorana,fig-tree skeletonizer moth,Lepidoptera,Choreutidae,
30/06/2022,,Choreutis nemorana,fig-tree skeletonizer moth,Lepidoptera,Choreutidae,
30/06/2022,,Choreutis nemorana,fig-tree skeletonizer moth,Lepidoptera,Choreutidae,
30/06/2022,,Choreutis nemorana,fig-tree skeletonizer moth,Lepidoptera,Choreutidae,
30/06/2022,"Young larva?
Found dead under a birch",Mimas tiliae,Lime Hawkmoth,Lepidoptera,Sphingidae,
30/06/2022,,Harmonia axyridis,Harlequin Ladybird,Coleoptera,Coccinellidae,
30/06/2022,,Chloromyia formosa,Broad Centurion Fly,Diptera,Stratiomyidae,
30/06/2022,,Pieris napi,Green-veined White,Lepidoptera,Pieridae,
30/06/2022,,Maniola jurtina,Meadow Brown,Lepidoptera,Nymphalidae,
01/07/2022,,Eilema lurideola,Common Footman,Lepidoptera,Erebidae,
01/07/2022,,Crambus pascuella,Inlaid Grass-veneer,Lepidoptera,Crambidae,
01/07/2022,,Peribatodes rhomboidaria,Willow Beauty,Lepidoptera,Geometridae,
01/07/2022,,Chrysoteuchia culmella,Garden Grass-veneer,Lepidoptera,Crambidae,
01/07/2022,,Celypha striana,Barred Marble,Lepidoptera,Tortricidae,
01/07/2022,,Crambus perlella,Yellow Satin Veneer,Lepidoptera,Crambidae,
01/07/2022,,Crambus pascuella,Inlaid Grass-veneer,Lepidoptera,Crambidae,
01/07/2022,,Hoplodrina octogenaria,The Uncertain,Lepidoptera,Noctuidae,
01/07/2022,,Agrotis clavis,Heart and Club,Lepidoptera,Noctuidae,
01/07/2022,,Hoplodrina blanda,The Rustic,Lepidoptera,Noctuidae,
01/07/2022,,Hoplodrina octogenaria,The Uncertain,Lepidoptera,Noctuidae,
01/07/2022,,Agrotis exclamationis,Heart and Dart,Lepidoptera,Noctuidae,
01/07/2022,,Eilema lurideola,Common Footman,Lepidoptera,Erebidae,
01/07/2022,,Celypha striana,Barred Marble,Lepidoptera,Tortricidae,
01/07/2022,,Hoplodrina octogenaria,The Uncertain,Lepidoptera,Noctuidae,
01/07/2022,,Anania hortulata,Small Magpie,Lepidoptera,Crambidae,
01/07/2022,,Alcis repandata,Mottled Beauty,Lepidoptera,Geometridae,
01/07/2022,,Deilephila elpenor,Elephant Hawkmoth,Lepidoptera,Sphingidae,
01/07/2022,,Celypha striana,Barred Marble,Lepidoptera,Tortricidae,
01/07/2022,,Sphinx pinastri,Pine Hawkmoth,Lepidoptera,Sphingidae,
01/07/2022,,Eudonia lacustrata,Little grey,Lepidoptera,Crambidae,
01/07/2022,,Eudonia lacustrata,Little grey,Lepidoptera,Crambidae,
01/07/2022,,Hoplodrina octogenaria,The Uncertain,Lepidoptera,Noctuidae,
01/07/2022,,Hoplodrina octogenaria,The Uncertain,Lepidoptera,Noctuidae,
01/07/2022,,Hoplodrina octogenaria,The Uncertain,Lepidoptera,Noctuidae,
01/07/2022,,Hoplodrina octogenaria,The Uncertain,Lepidoptera,Noctuidae,
28/06/2022,,Sehirus luctuosus,,Hemiptera,Cydnidae,
01/07/2022,,Crambus pascuella,Inlaid Grass-veneer,Lepidoptera,Crambidae,
01/07/2022,,Hoplodrina blanda,The Rustic,Lepidoptera,Noctuidae,
01/07/2022,,Agrotis exclamationis,Heart and Dart,Lepidoptera,Noctuidae,
01/07/2022,,Chrysoteuchia culmella,Garden Grass-veneer,Lepidoptera,Crambidae,
01/07/2022,,Hoplodrina octogenaria,The Uncertain,Lepidoptera,Noctuidae,
01/07/2022,,Blastobasis lacticolella,London Dowd,Lepidoptera,Blastobasidae,
30/06/2022,,Macroglossum stellatarum,Eurasian Hummingbird Hawkmoth,Lepidoptera,Sphingidae,
25/06/2022,"My garden , UK",Acronicta rumicis,Knot Grass Moth,Lepidoptera,Noctuidae,
23/06/2022,"My garden , UK",Hemithea aestivaria,Common Emerald,Lepidoptera,Geometridae,
29/06/2022,,Cecidophyes rouhollahi,Galium gall mite,Sarcoptiformes,Eriophyidae,
01/07/2022,,Pararge aegeria,Speckled Wood,Lepidoptera,Nymphalidae,
28/06/2022,On alder,Agelastica alni,Alder Leaf Beetle,Coleoptera,Chrysomelidae,
28/06/2022,,Vasates quadripedes,Maple Bladdergall Mite,Sarcoptiformes,Eriophyidae,
29/06/2022,,Cornu aspersum,Garden Snail,Stylommatophora,Helicidae,
29/06/2022,,Cornu aspersum,Garden Snail,Stylommatophora,Helicidae,
01/07/2022,,Cetonia aurata,European Rose Chafer,Coleoptera,Scarabaeidae,
01/07/2022,,Amblyteles armatorius,,Hymenoptera,Ichneumonidae,
01/07/2022,,Ourapteryx sambucaria,Swallow-tailed Moth,Lepidoptera,Geometridae,
01/07/2022,,Aglais io,European Peacock Butterfly,Lepidoptera,Nymphalidae,
01/07/2022,,Enallagma cyathigerum,Common Blue Damselfly,Odonata,Coenagrionidae,
01/07/2022,,Melanargia galathea,Marbled White,Lepidoptera,Nymphalidae,
01/07/2022,,Enallagma cyathigerum,Common Blue Damselfly,Odonata,Coenagrionidae,
01/07/2022,,Cepaea nemoralis,Brown-lipped Snail,Stylommatophora,Helicidae,
01/07/2022,,Maniola jurtina,Meadow Brown,Lepidoptera,Nymphalidae,
30/06/2022,,Adalia bipunctata,2-spot Ladybird,Coleoptera,Coccinellidae,
30/06/2022,,Harmonia axyridis,Harlequin Ladybird,Coleoptera,Coccinellidae,
01/07/2022,,Cetonia aurata,European Rose Chafer,Coleoptera,Scarabaeidae,
01/07/2022,"Went back to this bush where I’d seen larvae and pupae before, specifically to try and find an adult… and i did 🙂

If you agree with my ID here, could I please ask you to also ID the larvae and pupae photos from the same bush: https://www.inaturalist.org/observations?place_id=any&taxon_id=126636&user_id=rmounce&verifiable=any ",Exochomus quadripustulatus,Pine Ladybird,Coleoptera,Coccinellidae,
01/07/2022,,Pieris napi,Green-veined White,Lepidoptera,Pieridae,
01/07/2022,,Episyrphus balteatus,Marmalade Hover Fly,Diptera,Syrphidae,
01/07/2022,,Segestria florentina,Green-Fanged Tube Web Spider,Araneae,Segestriidae,
01/07/2022,,Emmelina monodactyla,Common Plume Moth,Lepidoptera,Pterophoridae,
01/07/2022,,Idaea fuscovenosa,Dwarf Cream Wave,Lepidoptera,Geometridae,
01/07/2022,,Emmelina monodactyla,Common Plume Moth,Lepidoptera,Pterophoridae,
01/07/2022,,Aphomia sociella,Bee Moth,Lepidoptera,Pyralidae,
01/07/2022,,Apis mellifera,Western Honey Bee,Hymenoptera,Apidae,
30/06/2022,,Noctua comes,Lesser Yellow Underwing,Lepidoptera,Noctuidae,
28/06/2022,,Pseudochorthippus parallelus,Meadow Grasshopper,Orthoptera,Acrididae,
01/07/2022,,Pararge aegeria,Speckled Wood,Lepidoptera,Nymphalidae,
30/06/2022,,Synanthedon myopaeformis,Red-belted Clearwing Moth,Lepidoptera,Sesiidae,
01/07/2022,,Palomena prasina,Green Shield Bug,Hemiptera,Pentatomidae,
01/07/2022,,Melitta haemorrhoidalis,Golden-tailed Blunt-horn,Hymenoptera,Melittidae,
01/07/2022,,Melitta haemorrhoidalis,Golden-tailed Blunt-horn,Hymenoptera,Melittidae,
01/07/2022,,Aphantopus hyperantus,Ringlet,Lepidoptera,Nymphalidae,
01/07/2022,,Orthetrum cancellatum,Black-tailed Skimmer,Odonata,Libellulidae,
01/07/2022,,Polygonia c-album,European Comma,Lepidoptera,Nymphalidae,
01/07/2022,,Orthetrum cancellatum,Black-tailed Skimmer,Odonata,Libellulidae,
01/07/2022,,Polygonia c-album,European Comma,Lepidoptera,Nymphalidae,
01/07/2022,,Vanessa atalanta,Red Admiral,Lepidoptera,Nymphalidae,
01/07/2022,,Liocoris tripustulatus,Three Spotted Nettle Bug,Hemiptera,Miridae,
01/07/2022,,Palomena prasina,Green Shield Bug,Hemiptera,Pentatomidae,
01/07/2022,,Polygonia c-album,European Comma,Lepidoptera,Nymphalidae,
01/07/2022,,Megaloceroea recticornis,,Hemiptera,Miridae,
01/07/2022,,Thymelicus sylvestris,Small Skipper,Lepidoptera,Hesperiidae,
01/07/2022,,Polygonia c-album,European Comma,Lepidoptera,Nymphalidae,
01/07/2022,,Melanargia galathea,Marbled White,Lepidoptera,Nymphalidae,
01/07/2022,,Rhagonycha fulva,Common Red Soldier Beetle,Coleoptera,Cantharidae,
01/07/2022,One black spot in the middle of the black spot,Maniola jurtina,Meadow Brown,Lepidoptera,Nymphalidae,
01/07/2022,,Lucanus cervus,European Stag Beetle,Coleoptera,Lucanidae,
01/07/2022,,Polygonia c-album,European Comma,Lepidoptera,Nymphalidae,
01/07/2022,,Pentatoma rufipes,Forest Bug,Hemiptera,Pentatomidae,
01/07/2022,,Polygonia c-album,European Comma,Lepidoptera,Nymphalidae,
01/07/2022,,Pseudovadonia livida,Fairy-ring Longhorn Beetle,Coleoptera,Cerambycidae,
01/07/2022,,Chrysotoxum bicinctum,two-banded wasp hoverfly,Diptera,Syrphidae,
01/07/2022,,Chloromyia formosa,Broad Centurion Fly,Diptera,Stratiomyidae,
01/07/2022,,Himacerus mirmicoides,Ant Damselbug,Hemiptera,Nabidae,
01/07/2022,,Sicus ferrugineus,Ferruginous Bee-Grabber,Diptera,Conopidae,
01/07/2022,,Andrena flavipes,Yellow-legged Mining Bee,Hymenoptera,Andrenidae,
01/07/2022,,Cerceris rybyensis,Ornate-tailed Digger Wasp,Hymenoptera,Crabronidae,
01/07/2022,,Anthophora bimaculata,Green-eyed Flower Bee,Hymenoptera,Apidae,
01/07/2022,,Limacus maculatus,Green Cellar Slug,Stylommatophora,Limacidae,
01/07/2022,,Andrena bicolor,Bicoloured Miner,Hymenoptera,Andrenidae,
01/07/2022,,Galeruca tanaceti,black-punctured leaf beetle,Coleoptera,Chrysomelidae,
01/07/2022,,Euplagia quadripunctaria,Jersey Tiger,Lepidoptera,Erebidae,
01/07/2022,,Polygonia c-album,European Comma,Lepidoptera,Nymphalidae,
01/07/2022,,Maniola jurtina,Meadow Brown,Lepidoptera,Nymphalidae,
01/07/2022,,Pararge aegeria,Speckled Wood,Lepidoptera,Nymphalidae,
01/07/2022,,Rhagonycha fulva,Common Red Soldier Beetle,Coleoptera,Cantharidae,
01/07/2022,on Silver Maple -> https://www.inaturalist.org/observations/156941530,Vasates quadripedes,Maple Bladdergall Mite,Sarcoptiformes,Eriophyidae,
01/07/2022,Long Hoverfly?,Sphaerophoria,Globetails,Diptera,Syrphidae,
01/07/2022,,Episyrphus balteatus,Marmalade Hover Fly,Diptera,Syrphidae,
01/07/2022,"Numbers in the photo are not for scale, it's just a water bottle",Agrotis exclamationis,Heart and Dart,Lepidoptera,Noctuidae,
01/07/2022,,Pieris napi,Green-veined White,Lepidoptera,Pieridae,
01/07/2022,,Mangora acalypha,Cricket-bat Orbweaver,Araneae,Araneidae,
01/07/2022,,Pyronia tithonus,Gatekeeper,Lepidoptera,Nymphalidae,
01/07/2022,,Udea prunalis,Dusky Pearl,Lepidoptera,Crambidae,
01/07/2022,,Volucella zonaria,Hornet Mimic Hover Fly,Diptera,Syrphidae,
01/07/2022,,Polygonia c-album,European Comma,Lepidoptera,Nymphalidae,
01/07/2022,,Idaea aversata,Riband Wave,Lepidoptera,Geometridae,
01/07/2022,,Idaea seriata,Small Dusty Wave,Lepidoptera,Geometridae,
01/07/2022,,Eristalis tenax,Common Drone Fly,Diptera,Syrphidae,
01/07/2022,,Bombus pascuorum,Common Carder Bee,Hymenoptera,Apidae,
02/06/2022,,Cydalima perspectalis,Box Tree Moth,Lepidoptera,Crambidae,
02/07/2022,,Eilema lurideola,Common Footman,Lepidoptera,Erebidae,
02/07/2022,,Chrysoteuchia culmella,Garden Grass-veneer,Lepidoptera,Crambidae,
02/07/2022,,Eilema lurideola,Common Footman,Lepidoptera,Erebidae,
02/07/2022,,Idaea rusticata,Least Carpet,Lepidoptera,Geometridae,
02/07/2022,,Clepsis consimilana,Privet Tortrix,Lepidoptera,Tortricidae,
02/07/2022,,Crambus pascuella,Inlaid Grass-veneer,Lepidoptera,Crambidae,
02/07/2022,,Cydalima perspectalis,Box Tree Moth,Lepidoptera,Crambidae,
02/07/2022,,Deilephila elpenor,Elephant Hawkmoth,Lepidoptera,Sphingidae,
02/07/2022,,Crambus pascuella,Inlaid Grass-veneer,Lepidoptera,Crambidae,
02/07/2022,,Craniophora ligustri,Coronet,Lepidoptera,Noctuidae,
02/07/2022,,Stauropus fagi,Lobster moth,Lepidoptera,Notodontidae,
02/07/2022,,Spilosoma lutea,Buff Ermine,Lepidoptera,Erebidae,
02/07/2022,,Endotricha flammealis,Rosy Tabby,Lepidoptera,Pyralidae,
02/07/2022,,Anania coronata,Elderberry Pearl,Lepidoptera,Crambidae,
02/07/2022,,Celypha striana,Barred Marble,Lepidoptera,Tortricidae,
02/07/2022,,Syricoris lacunana,Common Marble,Lepidoptera,Tortricidae,
02/07/2022,,Hypena proboscidalis,The Snout,Lepidoptera,Erebidae,
02/07/2022,,Peribatodes rhomboidaria,Willow Beauty,Lepidoptera,Geometridae,
02/07/2022,,Eilema lurideola,Common Footman,Lepidoptera,Erebidae,
02/07/2022,,Caradrina clavipalpis,Pale Mottled Willow Moth,Lepidoptera,Noctuidae,
02/07/2022,,Hoplodrina octogenaria,The Uncertain,Lepidoptera,Noctuidae,
02/07/2022,,Hoplodrina octogenaria,The Uncertain,Lepidoptera,Noctuidae,
02/07/2022,,Hoplodrina octogenaria,The Uncertain,Lepidoptera,Noctuidae,
02/07/2022,,Hoplodrina octogenaria,The Uncertain,Lepidoptera,Noctuidae,
02/07/2022,,Hoplodrina octogenaria,The Uncertain,Lepidoptera,Noctuidae,
02/07/2022,,Hoplodrina octogenaria,The Uncertain,Lepidoptera,Noctuidae,
02/07/2022,,Hoplodrina octogenaria,The Uncertain,Lepidoptera,Noctuidae,
02/07/2022,,Hoplodrina octogenaria,The Uncertain,Lepidoptera,Noctuidae,
02/07/2022,,Hoplodrina octogenaria,The Uncertain,Lepidoptera,Noctuidae,
02/07/2022,,Endotricha flammealis,Rosy Tabby,Lepidoptera,Pyralidae,
02/07/2022,,Syricoris lacunana,Common Marble,Lepidoptera,Tortricidae,
02/07/2022,,Chrysoteuchia culmella,Garden Grass-veneer,Lepidoptera,Crambidae,
30/06/2022,"Maple Lodge NR , UK",Andrena florea,Bryony Mining Bee,Hymenoptera,Andrenidae,
30/06/2022,"Maple Lodge NR , UK",Pterophorus pentadactyla,White Plume Moth,Lepidoptera,Pterophoridae,
30/06/2022,"Maple Lodge NR , UK",Gastrophysa viridula,Green Dock Beetle,Coleoptera,Chrysomelidae,
02/07/2022,,Melanargia galathea,Marbled White,Lepidoptera,Nymphalidae,
02/07/2022,,Ochlodes sylvanus,Large Skipper,Lepidoptera,Hesperiidae,
02/07/2022,,Bombus hortorum,Garden Bumble Bee,Hymenoptera,Apidae,
01/07/2022,,Rutpela maculata,Spotted Longhorn Beetle,Coleoptera,Cerambycidae,
30/06/2022,,Eudonia mercurella,Small Grey,Lepidoptera,Crambidae,
18/04/2022,Specimen retained in the collection of the Selborne Society acquisition number #2022-04-18-004,Phytoecia cylindrica,Umbellifer Longhorn Beetle,Coleoptera,Cerambycidae,
16/04/2022,Specimen retained in the collection of the Selborne Society acquisition number #2022-04-16-001,Osmia bicornis,Red Mason Bee,Hymenoptera,Megachilidae,
02/07/2022,,Palomena prasina,Green Shield Bug,Hemiptera,Pentatomidae,
02/07/2022,,Palomena prasina,Green Shield Bug,Hemiptera,Pentatomidae,
02/07/2022,,Palomena prasina,Green Shield Bug,Hemiptera,Pentatomidae,
02/07/2022,,Hemithea aestivaria,Common Emerald,Lepidoptera,Geometridae,
17/04/2022,"Specimen retained in the collection of the Selborne Society acquisition number #2022-04-17-001
",Platycheirus albimanus,Grey-spotted Sedgesitter,Diptera,Syrphidae,
02/07/2022,,Dicladispa testacea,,Coleoptera,Chrysomelidae,
02/07/2022,,Otiorhynchus armadillo,Armadillo Weevil,Coleoptera,Curculionidae,
02/07/2022,,Aphantopus hyperantus,Ringlet,Lepidoptera,Nymphalidae,
01/07/2022,,Agrotis exclamationis,Heart and Dart,Lepidoptera,Noctuidae,
01/07/2022,,Peribatodes rhomboidaria,Willow Beauty,Lepidoptera,Geometridae,
01/07/2022,,Idaea aversata,Riband Wave,Lepidoptera,Geometridae,
01/07/2022,,Anania hortulata,Small Magpie,Lepidoptera,Crambidae,
01/07/2022,,Xanthorhoe fluctuata,Garden Carpet,Lepidoptera,Geometridae,
02/07/2022,,Dorcus parallelipipedus,Lesser Stag Beetle,Coleoptera,Lucanidae,
02/07/2022,,Rutpela maculata,Spotted Longhorn Beetle,Coleoptera,Cerambycidae,
02/07/2022,,Eristalis tenax,Common Drone Fly,Diptera,Syrphidae,
02/07/2022,,Mimas tiliae,Lime Hawkmoth,Lepidoptera,Sphingidae,
19/06/2022,,Vanessa atalanta,Red Admiral,Lepidoptera,Nymphalidae,
02/07/2022,T. limeola as per black tips of underside of antennae? ,Thymelicus lineola,Essex Skipper,Lepidoptera,Hesperiidae,
02/07/2022,,Araneus diadematus,European Garden Spider,Araneae,Araneidae,
01/07/2022,,Megachile willughbiella,Willughby's Leafcutter Bee,Hymenoptera,Megachilidae,
02/07/2022,,Sphaerophoria,Globetails,Diptera,Syrphidae,
02/07/2022,,Chorthippus brunneus,Common Field Grasshopper,Orthoptera,Acrididae,
02/07/2022,,Coccinella septempunctata,7-spot ladybird,Coleoptera,Coccinellidae,
02/07/2022,,Rutpela maculata,Spotted Longhorn Beetle,Coleoptera,Cerambycidae,
02/07/2022,,Vespula germanica,German Wasp,Hymenoptera,Vespidae,
02/07/2022,,Syritta pipiens,Thick-legged Hover Fly,Diptera,Syrphidae,
02/07/2022,3-4mm,Hippodamia variegata,Adonis Ladybird Beetle,Coleoptera,Coccinellidae,
26/06/2022,,Dorcus parallelipipedus,Lesser Stag Beetle,Coleoptera,Lucanidae,
02/07/2022,,Homoeosoma sinuella,Twin-barred Knot-horn,Lepidoptera,Pyralidae,
02/07/2022,,Amphimallon solstitiale,Summer Chafer,Coleoptera,Scarabaeidae,
02/07/2022,,Sympetrum striolatum,Common Darter,Odonata,Libellulidae,
02/07/2022,,Autographa gamma,Silver Y,Lepidoptera,Noctuidae,
17/06/2022,,Cantharis pellucida,,Coleoptera,Cantharidae,
18/06/2022,,Volucella pellucens,Pellucid Hover Fly,Diptera,Syrphidae,
26/06/2022,,Enoplognatha ovata,Common candy-striped spider,Araneae,Theridiidae,
19/06/2022,,Araniella cucurbitina,Cucumber Green Spider,Araneae,Araneidae,
02/07/2022,,Pararge aegeria,Speckled Wood,Lepidoptera,Nymphalidae,
02/07/2022,,Polygonia c-album,European Comma,Lepidoptera,Nymphalidae,
01/07/2022,,Pisaura mirabilis,European Nursery Web spider,Araneae,Pisauridae,
02/07/2022,,Volucella zonaria,Hornet Mimic Hover Fly,Diptera,Syrphidae,
02/07/2022,"Galls? on underside of rose leaves. One a sphere, the other with 5 ""horns"".",Diplolepis nervosa,Sputnik Gall Wasp,Hymenoptera,Diplolepididae,
19/06/2022,,Chrysolina americana,Rosemary Beetle,Coleoptera,Chrysomelidae,
30/06/2022,,Anthidium manicatum,European Woolcarder Bee,Hymenoptera,Megachilidae,
02/07/2022,,Otiorhynchus sulcatus,Black Vine Weevil,Coleoptera,Curculionidae,
28/06/2022,,Harmonia axyridis,Harlequin Ladybird,Coleoptera,Coccinellidae,
28/06/2022,,Tyria jacobaeae,Cinnabar moth,Lepidoptera,Erebidae,
28/06/2022,,Tyria jacobaeae,Cinnabar moth,Lepidoptera,Erebidae,
28/06/2022,,Tyria jacobaeae,Cinnabar moth,Lepidoptera,Erebidae,
28/06/2022,,Tyria jacobaeae,Cinnabar moth,Lepidoptera,Erebidae,
28/06/2022,,Harmonia axyridis,Harlequin Ladybird,Coleoptera,Coccinellidae,
28/06/2022,,Tyria jacobaeae,Cinnabar moth,Lepidoptera,Erebidae,
28/06/2022,,Tyria jacobaeae,Cinnabar moth,Lepidoptera,Erebidae,
28/06/2022,,Tyria jacobaeae,Cinnabar moth,Lepidoptera,Erebidae,
28/06/2022,,Tyria jacobaeae,Cinnabar moth,Lepidoptera,Erebidae,
28/06/2022,,Tyria jacobaeae,Cinnabar moth,Lepidoptera,Erebidae,
28/06/2022,,Harmonia axyridis,Harlequin Ladybird,Coleoptera,Coccinellidae,
28/06/2022,,Episyrphus balteatus,Marmalade Hover Fly,Diptera,Syrphidae,
28/06/2022,,Harmonia axyridis,Harlequin Ladybird,Coleoptera,Coccinellidae,
28/06/2022,,Harmonia axyridis,Harlequin Ladybird,Coleoptera,Coccinellidae,
28/06/2022,,Eupeodes,Aphideaters,Diptera,Syrphidae,
30/06/2022,,Cydalima perspectalis,Box Tree Moth,Lepidoptera,Crambidae,
02/07/2022,,Polygonia c-album,European Comma,Lepidoptera,Nymphalidae,
02/07/2022,,Merodon equestris,Narcissus Bulb Fly,Diptera,Syrphidae,
02/07/2022,,Polygonia c-album,European Comma,Lepidoptera,Nymphalidae,
02/07/2022,,Amphimallon solstitiale,Summer Chafer,Coleoptera,Scarabaeidae,
02/07/2022,,Idaea dimidiata,Single-dotted Wave,Lepidoptera,Geometridae,
02/07/2022,,Polygonia c-album,European Comma,Lepidoptera,Nymphalidae,
01/07/2022,,Paidiscura pallens,Sputnik Spider,Araneae,Theridiidae,
02/07/2022,,Pieris napi,Green-veined White,Lepidoptera,Pieridae,
02/07/2022,,Pieris rapae,Small White,Lepidoptera,Pieridae,
02/07/2022,,Textrix denticulata,Toothed Weaver,Araneae,Agelenidae,
02/07/2022,,Enoplognatha ovata,Common candy-striped spider,Araneae,Theridiidae,
02/07/2022,,Enoplognatha ovata,Common candy-striped spider,Araneae,Theridiidae,
02/07/2022,,Pseudochorthippus parallelus,Meadow Grasshopper,Orthoptera,Acrididae,
02/07/2022,,Pseudochorthippus parallelus,Meadow Grasshopper,Orthoptera,Acrididae,
02/07/2022,,Oedemera nobilis,Thick-legged Flower Beetle,Coleoptera,Oedemeridae,
02/07/2022,,Oedemera nobilis,Thick-legged Flower Beetle,Coleoptera,Oedemeridae,
02/07/2022,,Enoplognatha ovata,Common candy-striped spider,Araneae,Theridiidae,
02/07/2022,Male? Or plausibly lasioglossum albipes? ,Lasioglossum calceatum,Common Furrow Bee,Hymenoptera,Halictidae,
02/07/2022,,Apis mellifera,Western Honey Bee,Hymenoptera,Apidae,
02/07/2022,,Thymelicus sylvestris,Small Skipper,Lepidoptera,Hesperiidae,
02/07/2022,,Rhagonycha fulva,Common Red Soldier Beetle,Coleoptera,Cantharidae,
02/07/2022,,Enallagma cyathigerum,Common Blue Damselfly,Odonata,Coenagrionidae,
02/07/2022,,Thymelicus lineola,Essex Skipper,Lepidoptera,Hesperiidae,
02/07/2022,,Lucilia,Greenbottle Flies,Diptera,Calliphoridae,
02/07/2022,,Rhagonycha fulva,Common Red Soldier Beetle,Coleoptera,Cantharidae,
02/07/2022,,Andrena flavipes,Yellow-legged Mining Bee,Hymenoptera,Andrenidae,
02/07/2022,,Chorthippus brunneus,Common Field Grasshopper,Orthoptera,Acrididae,
02/07/2022,,Psyllobora vigintiduopunctata,22-spot Ladybird,Coleoptera,Coccinellidae,
01/07/2022,,Chrysoteuchia culmella,Garden Grass-veneer,Lepidoptera,Crambidae,
01/07/2022,,Aphantopus hyperantus,Ringlet,Lepidoptera,Nymphalidae,
01/07/2022,,Pieris napi,Green-veined White,Lepidoptera,Pieridae,
02/07/2022,,Rutpela maculata,Spotted Longhorn Beetle,Coleoptera,Cerambycidae,
